NAME | DESCRIPTION
Sungrass Prairie | {1}, {T}: Add {G}{W}.
Break Down {2}{G} | Destroy target artifact or enchantment. Create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”)
Radstorm {3}{U} | Storm (When you cast this spell, copy it for each spell cast before it this turn.) Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Tireless Tracker {2}{G} | Landfall — Whenever a land you control enters, investigate. (Create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”) Whenever you sacrifice a Clue, put a +1/+1 counter on Tireless Tracker.
Wild Wasteland {2}{R} | Skip your draw step. At the beginning of your upkeep, exile the top two cards of your library. You may play those cards this turn.
Behemoth Sledge {1}{G}{W} | Equipped creature gets +2/+2 and has trample and lifelink. Equip {3}
Hancock, Ghoulish Mayor {2}{B} | Each other creature you control that’s a Zombie or Mutant gets +X/+X, where X is the number of counters on Hancock, Ghoulish Mayor. Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner’s control with a +1/+1 counter on it.)
Charisma Bobblehead {3} | {T}: Add one mana of any color. {4}, {T}: Create X 1/1 white Soldier creature tokens, where X is the number of Bobbleheads you control. Activate only as a sorcery.
Scattered Groves | ({T}: Add {G} or {W}.) Scattered Groves enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
Arcade Gannon {2}{W}{U} | {T}: Draw a card, then discard a card. Put a quest counter on Arcade Gannon. For Auld Lang Syne — Once during each of your turns, you may cast an artifact or Human spell from your graveyard with mana value less than or equal to the number of quest counters on Arcade Gannon.
Wild Wasteland {2}{R} | Skip your draw step. At the beginning of your upkeep, exile the top two cards of your library. You may play those cards this turn.
Wild Growth {G} | Enchant land Whenever enchanted land is tapped for mana, its controller adds an additional {G}.
Sunken Hollow | ({T}: Add {U} or {B}.) Sunken Hollow enters tapped unless you control two or more basic lands.
Megaton's Fate {5}{R} | Choose one — • Disarm — Destroy target artifact. Create four Treasure tokens. • Detonate — Megaton’s Fate deals 8 damage to each creature. Each player gets four rad counters.
Branching Evolution {2}{G} | If one or more +1/+1 counters would be put on a creature you control, twice that many +1/+1 counters are put on that creature instead.
Cathedral Acolyte {1}{G} | Each creature you control with a counter on it has ward {1}. (Whenever it becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.) {T}: Put a +1/+1 counter on target creature that entered this turn.
Talisman of Indulgence {2} | {T}: Add {C}. {T}: Add {B} or {R}. Talisman of Indulgence deals 1 damage to you.
Sierra, Nuka's Biggest Fan {3}{W} | The Nuka-Cola Challenge — Whenever one or more creatures you control deal combat damage to a player, put a quest counter on Sierra, Nuka’s Biggest Fan and create a Food token. Whenever you sacrifice a Food, target creature you control gets +X/+X until end of turn, where X is the number of quest counters on Sierra.
Temple of Silence | Temple of Silence enters tapped. When Temple of Silence enters, scry 1. {T}: Add {W} or {B}.
Scavenger Grounds | {T}: Add {C}. {2}, {T}, Sacrifice a Desert: Exile all graveyards.
Assemble the Legion {3}{R}{W} | At the beginning of your upkeep, put a muster counter on Assemble the Legion. Then create a 1/1 red and white Soldier creature token with haste for each muster counter on Assemble the Legion.
Wasteland Raider {2}{B}{B} | Squad {2} (As an additional cost to cast this spell, you may pay {2} any number of times. When this creature enters, create that many tokens that are copies of it.) When Wasteland Raider enters, each player sacrifices a creature.
Anguished Unmaking {1}{W}{B} | Exile target nonland permanent. You lose 3 life.
Yes Man, Personal Securitron {2}{W} | {T}: Target opponent gains control of Yes Man, Personal Securitron. When they do, you draw two cards and put a quest counter on Yes Man. Activate only during your turn. Wild Card — When Yes Man leaves the battlefield, its owner creates a tapped 1/1 white Soldier creature token for each quest counter on it.
Steel Overseer {2} | {T}: Put a +1/+1 counter on each artifact creature you control.
Caesar, Legion's Emperor {1}{R}{W}{B} | Whenever you attack, you may sacrifice another creature. When you do, choose two — • Create two 1/1 red and white Soldier creature tokens with haste that are tapped and attacking. • You draw a card and you lose 1 life. • Caesar, Legion’s Emperor deals damage equal to the number of creature tokens you control to target opponent.
Guardian Project {3}{G} | Whenever a nontoken creature you control enters, if it doesn’t have the same name as another creature you control or a creature card in your graveyard, draw a card.
Woodland Cemetery | Woodland Cemetery enters tapped unless you control a Swamp or a Forest. {T}: Add {B} or {G}.
Champion's Helm {3} | Equipped creature gets +2/+2. As long as equipped creature is legendary, it has hexproof. (It can’t be the target of spells or abilities your opponents control.) Equip {1}
Assaultron Dominator {1}{R} | When Assaultron Dominator enters, you get {E}{E} (two energy counters). Whenever an artifact creature you control attacks, you may pay {E}. If you do, put your choice of a +1/+1, first strike, or trample counter on that creature.
Sungrass Prairie | {1}, {T}: Add {G}{W}.
Armory Paladin {1}{R}{W} | Trample Whenever you cast an Aura or Equipment spell, exile the top card of your library. You may play that card until the end of your next turn.
Secure the Wastes {X}{W} | Create X 1/1 white Warrior creature tokens.
Contagion Clasp {2} | When Contagion Clasp enters, put a -1/-1 counter on target creature. {4}, {T}: Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Temple of the False God | {T}: Add {C}{C}. Activate only if you control five or more lands.
Assemble the Legion {3}{R}{W} | At the beginning of your upkeep, put a muster counter on Assemble the Legion. Then create a 1/1 red and white Soldier creature token with haste for each muster counter on Assemble the Legion.
Moira Brown, Guide Author {1}{R}{W} | When Moira Brown, Guide Author enters, create a colorless Equipment artifact token named Wasteland Survival Guide with “Equipped creature gets +1/+1 for each quest counter among permanents you control” and equip {1}. Whenever you attack, put a quest counter on target nonland permanent you control.
ED-E, Lonesome Eyebot {3} | Flying ED-E My Love — Whenever you attack, if the number of attacking creatures is greater than the number of quest counters on ED-E, Lonesome Eyebot, put a quest counter on it. {2}, Sacrifice ED-E: Draw a card, then draw an additional card for each quest counter on ED-E.
Synth Infiltrator {3}{U}{U} | Improvise (Your artifacts can help cast this spell. Each artifact you tap after you’re done activating mana abilities pays for {1}.) You may have Synth Infiltrator enter as a copy of any creature on the battlefield, except it’s a Synth artifact creature in addition to its other types.
Biomass Mutation {X}{G/U}{G/U} | Creatures you control have base power and toughness X/X until end of turn.
Mountain | ({T}: Add {R}.)
Glowing One {2}{G} | Deathtouch Whenever Glowing One deals combat damage to a player, they get four rad counters. Whenever a player mills a nonland card, you gain 1 life.
Biomass Mutation {X}{G/U}{G/U} | Creatures you control have base power and toughness X/X until end of turn.
Hardened Scales {G} | If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.
Animal Friend {1}{G} | Enchant creature Enchanted creature has “Whenever this creature attacks, create a 1/1 green Squirrel creature token. Put a +1/+1 counter on that token for each Aura and Equipment attached to this creature other than Animal Friend.”
Sunpetal Grove | Sunpetal Grove enters tapped unless you control a Forest or a Plains. {T}: Add {G} or {W}.
Farewell {4}{W}{W} | Choose one or more — • Exile all artifacts. • Exile all creatures. • Exile all enchantments. • Exile all graveyards.
Canopy Vista | ({T}: Add {G} or {W}.) Canopy Vista enters tapped unless you control two or more basic lands.
Single Combat {3}{W}{W} | Each player chooses a creature or planeswalker they control, then sacrifices the rest. Players can’t cast creature or planeswalker spells until the end of your next turn.
Temple of Triumph | Temple of Triumph enters tapped. When Temple of Triumph enters, scry 1. {T}: Add {R} or {W}.
Nuclear Fallout {X}{B}{B} | Each creature gets twice -X/-X until end of turn. Each player gets X rad counters.
Forest | ({T}: Add {G}.)
Behemoth Sledge {1}{G}{W} | Equipped creature gets +2/+2 and has trample and lifelink. Equip {3}
Casualties of War {2}{B}{B}{G}{G} | Choose one or more — • Destroy target artifact. • Destroy target creature. • Destroy target enchantment. • Destroy target land. • Destroy target planeswalker.
Gunner Conscript {1}{G} | Trample Gunner Conscript gets +1/+1 for each Aura and Equipment attached to it. When Gunner Conscript dies, if it was enchanted, create a Junk token. When Gunner Conscript dies, if it was equipped, create a Junk token.
Canyon Slough | ({T}: Add {B} or {R}.) Canyon Slough enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
Screeching Scorchbeast {4}{B}{B} | Flying, menace Whenever Screeching Scorchbeast attacks, each player gets two rad counters. Whenever one or more nonland cards are milled, you may create that many 2/2 black Zombie Mutant creature tokens. Do this only once each turn.
